2020-05-17 07:33:02,578 agent number of parameters: 14486661
2020-05-17 08:06:53,221 update: 160	env-time: 98.439s	pth-time: 111.264s	frames: 20608
2020-05-17 08:06:53,222 Average window size 50 reward: 0.033136
2020-05-17 08:07:04,948 update: 170	fps: 98.531	
2020-05-17 08:07:04,948 update: 170	env-time: 103.882s	pth-time: 117.516s	frames: 21888
2020-05-17 08:07:04,949 Average window size 50 reward: 0.028930
2020-05-17 08:07:16,382 update: 180	fps: 99.188	
2020-05-17 08:07:16,382 update: 180	env-time: 109.054s	pth-time: 123.747s	frames: 23168
2020-05-17 08:07:16,382 Average window size 50 reward: -0.237629
2020-05-17 08:07:27,506 update: 190	fps: 99.909	
2020-05-17 08:07:27,507 update: 190	env-time: 114.104s	pth-time: 129.791s	frames: 24448
2020-05-17 08:07:27,507 Average window size 50 reward: -0.758532
2020-05-17 08:07:38,821 update: 200	fps: 100.493	
2020-05-17 08:07:38,821 update: 200	env-time: 119.297s	pth-time: 135.883s	frames: 25728
2020-05-17 08:07:38,822 Average window size 50 reward: -0.833989
2020-05-17 08:07:50,648 update: 210	fps: 100.835	
2020-05-17 08:07:50,649 update: 210	env-time: 124.730s	pth-time: 142.195s	frames: 27008
2020-05-17 08:07:50,649 Average window size 50 reward: -0.259287
2020-05-17 08:08:02,656 update: 220	fps: 101.082	
2020-05-17 08:08:02,656 update: 220	env-time: 130.293s	pth-time: 148.607s	frames: 28288
2020-05-17 08:08:02,659 Average window size 50 reward: -0.170944
2020-05-17 08:08:14,969 update: 230	fps: 101.203	
2020-05-17 08:08:14,970 update: 230	env-time: 136.169s	pth-time: 155.012s	frames: 29568
2020-05-17 08:08:14,970 Average window size 50 reward: 0.104380
2020-05-17 08:08:27,077 update: 240	fps: 101.383	
2020-05-17 08:08:27,077 update: 240	env-time: 141.929s	pth-time: 161.329s	frames: 30848
2020-05-17 08:08:27,078 Average window size 50 reward: 0.216438
2020-05-17 08:08:39,949 update: 250	fps: 101.304	
2020-05-17 08:08:39,949 update: 250	env-time: 148.249s	pth-time: 167.849s	frames: 32128
2020-05-17 08:08:39,950 Average window size 50 reward: 0.306222
2020-05-17 08:08:53,123 update: 260	fps: 101.139	
2020-05-17 08:08:53,123 update: 260	env-time: 154.702s	pth-time: 174.482s	frames: 33408
2020-05-17 08:08:53,123 Average window size 50 reward: 0.281842
2020-05-17 08:09:05,337 update: 270	fps: 101.269	
2020-05-17 08:09:05,337 update: 270	env-time: 160.538s	pth-time: 180.830s	frames: 34688
2020-05-17 08:09:05,338 Average window size 50 reward: 0.293785
2020-05-17 08:09:18,079 update: 280	fps: 101.240	
2020-05-17 08:09:18,079 update: 280	env-time: 166.726s	pth-time: 187.353s	frames: 35968
2020-05-17 08:09:18,080 Average window size 50 reward: 0.325918
2020-05-17 08:09:30,571 update: 290	fps: 101.281	
2020-05-17 08:09:30,572 update: 290	env-time: 172.778s	pth-time: 193.762s	frames: 37248
2020-05-17 08:09:30,572 Average window size 50 reward: 0.341449
2020-05-17 08:09:42,675 update: 300	fps: 101.424	
2020-05-17 08:09:42,676 update: 300	env-time: 178.552s	pth-time: 200.062s	frames: 38528
2020-05-17 08:09:42,676 Average window size 50 reward: 0.349069
2020-05-17 08:09:54,831 update: 310	fps: 101.544	
2020-05-17 08:09:54,831 update: 310	env-time: 184.329s	pth-time: 206.357s	frames: 39808
2020-05-17 08:09:54,831 Average window size 50 reward: 0.401228
2020-05-17 08:10:06,703 update: 320	fps: 101.729	
2020-05-17 08:10:06,703 update: 320	env-time: 189.928s	pth-time: 212.599s	frames: 41088
2020-05-17 08:10:06,703 Average window size 50 reward: 0.401407
2020-05-17 08:10:18,447 update: 330	fps: 101.934	
2020-05-17 08:10:18,448 update: 330	env-time: 195.410s	pth-time: 218.830s	frames: 42368
2020-05-17 08:10:18,448 Average window size 50 reward: 0.407058
2020-05-17 08:10:30,898 update: 340	fps: 101.959	
2020-05-17 08:10:30,898 update: 340	env-time: 201.371s	pth-time: 225.287s	frames: 43648
2020-05-17 08:10:30,899 Average window size 50 reward: 0.336084
2020-05-17 08:10:43,097 update: 350	fps: 102.041	
2020-05-17 08:10:43,098 update: 350	env-time: 207.170s	pth-time: 231.656s	frames: 44928
2020-05-17 08:10:43,098 Average window size 50 reward: 0.341713
2020-05-17 08:10:55,677 update: 360	fps: 102.033	
2020-05-17 08:10:55,678 update: 360	env-time: 213.182s	pth-time: 238.141s	frames: 46208
2020-05-17 08:10:55,678 Average window size 50 reward: 0.314898
2020-05-17 08:11:10,591 update: 370	fps: 101.516	
2020-05-17 08:11:10,591 update: 370	env-time: 220.411s	pth-time: 245.793s	frames: 47488
2020-05-17 08:11:10,593 Average window size 50 reward: 0.125354
2020-05-17 08:11:25,785 update: 380	fps: 100.973	
2020-05-17 08:11:25,785 update: 380	env-time: 227.423s	pth-time: 253.942s	frames: 48768
2020-05-17 08:11:25,785 Average window size 50 reward: 0.062443
2020-05-17 08:11:39,791 update: 390	fps: 100.703	
2020-05-17 08:11:39,791 update: 390	env-time: 233.790s	pth-time: 261.550s	frames: 50048
2020-05-17 08:11:39,791 Average window size 50 reward: 0.042730
2020-05-17 08:11:52,145 update: 400	fps: 100.773	
2020-05-17 08:11:52,145 update: 400	env-time: 239.048s	pth-time: 268.614s	frames: 51328
2020-05-17 08:11:52,146 Average window size 50 reward: 0.036375
2020-05-17 08:12:04,762 update: 410	fps: 100.790	
2020-05-17 08:12:04,763 update: 410	env-time: 244.404s	pth-time: 275.791s	frames: 52608
2020-05-17 08:12:04,763 Average window size 50 reward: 0.031224
2020-05-17 08:12:17,008 update: 420	fps: 100.875	
2020-05-17 08:12:17,008 update: 420	env-time: 249.614s	pth-time: 282.795s	frames: 53888
2020-05-17 08:12:17,009 Average window size 50 reward: 0.069667
2020-05-17 08:12:28,939 update: 430	fps: 101.015	
2020-05-17 08:12:28,939 update: 430	env-time: 254.531s	pth-time: 289.778s	frames: 55168
2020-05-17 08:12:28,940 Average window size 50 reward: 0.134924
2020-05-17 08:12:40,809 update: 440	fps: 101.160	
2020-05-17 08:12:40,809 update: 440	env-time: 259.570s	pth-time: 296.577s	frames: 56448
2020-05-17 08:12:40,809 Average window size 50 reward: 0.206998
2020-05-17 08:12:53,060 update: 450	fps: 101.232	
2020-05-17 08:12:53,060 update: 450	env-time: 265.509s	pth-time: 302.859s	frames: 57728
2020-05-17 08:12:53,060 Average window size 50 reward: 0.228867
2020-05-17 08:13:04,184 update: 460	fps: 101.497	
2020-05-17 08:13:04,184 update: 460	env-time: 270.442s	pth-time: 308.970s	frames: 59008
2020-05-17 08:13:04,184 Average window size 50 reward: 0.245998
2020-05-17 08:13:15,530 update: 470	fps: 101.713	
2020-05-17 08:13:15,530 update: 470	env-time: 275.597s	pth-time: 315.130s	frames: 60288
2020-05-17 08:13:15,531 Average window size 50 reward: 0.236405
2020-05-17 08:13:27,309 update: 480	fps: 101.849	
2020-05-17 08:13:27,309 update: 480	env-time: 281.025s	pth-time: 321.449s	frames: 61568
2020-05-17 08:13:27,309 Average window size 50 reward: 0.202455
2020-05-17 08:13:39,177 update: 490	fps: 101.964	
2020-05-17 08:13:39,177 update: 490	env-time: 286.471s	pth-time: 327.839s	frames: 62848
2020-05-17 08:13:39,178 Average window size 50 reward: 0.017739
2020-05-17 08:13:50,334 update: 500	fps: 102.191	
2020-05-17 08:13:50,335 update: 500	env-time: 291.498s	pth-time: 333.938s	frames: 64128
2020-05-17 08:13:50,335 Average window size 50 reward: -0.186254
2020-05-17 08:14:02,234 update: 510	fps: 102.291	
2020-05-17 08:14:02,235 update: 510	env-time: 297.015s	pth-time: 340.232s	frames: 65408
2020-05-17 08:14:02,235 Average window size 50 reward: 0.038177
2020-05-17 08:14:13,528 update: 520	fps: 102.483	
2020-05-17 08:14:13,528 update: 520	env-time: 302.225s	pth-time: 346.285s	frames: 66688
2020-05-17 08:14:13,529 Average window size 50 reward: 0.041481
2020-05-17 08:14:25,995 update: 530	fps: 102.486	
2020-05-17 08:14:25,996 update: 530	env-time: 308.078s	pth-time: 352.868s	frames: 67968
2020-05-17 08:14:25,996 Average window size 50 reward: 0.139011
2020-05-17 08:14:38,937 update: 540	fps: 102.418	
2020-05-17 08:14:38,937 update: 540	env-time: 314.421s	pth-time: 359.435s	frames: 69248
2020-05-17 08:14:38,937 Average window size 50 reward: 0.167012
2020-05-17 08:14:50,422 update: 550	fps: 102.569	
2020-05-17 08:14:50,423 update: 550	env-time: 319.718s	pth-time: 365.593s	frames: 70528
2020-05-17 08:14:50,423 Average window size 50 reward: 0.156163
2020-05-17 08:15:01,805 update: 560	fps: 102.729	
2020-05-17 08:15:01,806 update: 560	env-time: 324.845s	pth-time: 371.764s	frames: 71808
2020-05-17 08:15:01,806 Average window size 50 reward: 0.118980
2020-05-17 08:15:13,537 update: 570	fps: 102.835	
2020-05-17 08:15:13,537 update: 570	env-time: 330.283s	pth-time: 378.026s	frames: 73088
2020-05-17 08:15:13,537 Average window size 50 reward: 0.095336
2020-05-17 08:15:25,484 update: 580	fps: 102.906	
2020-05-17 08:15:25,484 update: 580	env-time: 335.831s	pth-time: 384.393s	frames: 74368
2020-05-17 08:15:25,485 Average window size 50 reward: 0.112623
2020-05-17 08:15:37,177 update: 590	fps: 103.010	
2020-05-17 08:15:37,177 update: 590	env-time: 341.234s	pth-time: 390.652s	frames: 75648
2020-05-17 08:15:37,178 Average window size 50 reward: 0.315554
2020-05-17 08:15:49,973 update: 600	fps: 102.959	
2020-05-17 08:15:49,973 update: 600	env-time: 347.210s	pth-time: 397.438s	frames: 76928
2020-05-17 08:15:49,974 Average window size 50 reward: 0.468672
2020-05-17 08:16:02,453 update: 610	fps: 102.953	
2020-05-17 08:16:02,454 update: 610	env-time: 352.838s	pth-time: 404.202s	frames: 78208
2020-05-17 08:16:02,454 Average window size 50 reward: 0.591466
2020-05-17 08:16:14,389 update: 620	fps: 103.019	
2020-05-17 08:16:14,390 update: 620	env-time: 358.393s	pth-time: 410.550s	frames: 79488
2020-05-17 08:16:14,390 Average window size 50 reward: 0.773755
2020-05-17 08:16:26,135 update: 630	fps: 103.108	
2020-05-17 08:16:26,135 update: 630	env-time: 363.804s	pth-time: 416.853s	frames: 80768
2020-05-17 08:16:26,135 Average window size 50 reward: 0.893419
2020-05-17 08:16:37,674 update: 640	fps: 103.222	
2020-05-17 08:16:37,675 update: 640	env-time: 369.072s	pth-time: 423.092s	frames: 82048
2020-05-17 08:16:37,675 Average window size 50 reward: 1.078350
2020-05-17 08:16:49,320 update: 650	fps: 103.318	
2020-05-17 08:16:49,321 update: 650	env-time: 374.414s	pth-time: 429.363s	frames: 83328
2020-05-17 08:16:49,321 Average window size 50 reward: 1.701482
2020-05-17 08:17:00,775 update: 660	fps: 103.436	
2020-05-17 08:17:00,776 update: 660	env-time: 379.601s	pth-time: 435.549s	frames: 84608
2020-05-17 08:17:00,776 Average window size 50 reward: 2.019041
2020-05-17 08:17:12,140 update: 670	fps: 103.562	
2020-05-17 08:17:12,141 update: 670	env-time: 384.798s	pth-time: 441.686s	frames: 85888
2020-05-17 08:17:12,141 Average window size 50 reward: 2.331336
2020-05-17 08:17:23,476 update: 680	fps: 103.688	
2020-05-17 08:17:23,477 update: 680	env-time: 389.952s	pth-time: 447.836s	frames: 87168
2020-05-17 08:17:23,477 Average window size 50 reward: 2.810012
2020-05-17 08:17:34,838 update: 690	fps: 103.808	
2020-05-17 08:17:34,838 update: 690	env-time: 395.119s	pth-time: 454.000s	frames: 88448
2020-05-17 08:17:34,839 Average window size 50 reward: 3.045595
2020-05-17 08:17:48,653 agent number of parameters: 14486661
2020-05-17 08:18:22,596 agent number of parameters: 14486661
2020-05-17 08:18:53,534 agent number of parameters: 14486661
2020-05-17 08:19:31,873 agent number of parameters: 14486661
2020-05-17 08:25:12,305 agent number of parameters: 14486661
2020-05-17 08:27:56,889 Video created: /home/userone/workspace/bed1/tmp/video_dir/episode19_ckpt0_spl0.00.mp4
2020-05-17 08:28:37,164 Average episode reward: -0.092476
2020-05-17 08:28:37,165 Average episode success: 0.000000
2020-05-17 08:28:37,166 Average episode spl: 0.000000
2020-05-17 08:28:39,826 =======current_ckpt: /home/userone/workspace/bed1/tmp/new_checkpoints/ckpt.2.pth=======
2020-05-17 08:28:39,978 env config: BASE_TASK_CONFIG_PATH: /home/userone/workspace/bed1/habitat-api/configs/tasks/pointnav.yaml
CHECKPOINT_FOLDER: /home/userone/workspace/bed1/tmp/new_checkpoints
CHECKPOINT_INTERVAL: 50
CMD_TRAILING_OPTS: []
ENV_NAME: NavRLEnv
EVAL:
  SPLIT: val
  USE_CKPT_CONFIG: True
EVAL_CKPT_PATH_DIR: /home/userone/workspace/bed1/tmp/new_checkpoints
LOG_FILE: train.log
LOG_INTERVAL: 10
NUM_PROCESSES: 1
NUM_UPDATES: 10
ORBSLAM2:
  ANGLE_TH: 0.2617993877991494
  BETA: 100
  CAMERA_HEIGHT: 1.25
  DEPTH_DENORM: 10
  DIST_REACHED_TH: 0.15
  DIST_TO_STOP: 0.05
  D_OBSTACLE_MAX: 4.0
  D_OBSTACLE_MIN: 0.1
  H_OBSTACLE_MAX: 1.25
  H_OBSTACLE_MIN: 0.375
  MAP_CELL_SIZE: 0.1
  MAP_SIZE: 40
  MIN_PTS_IN_OBSTACLE: 320.0
  NEXT_WAYPOINT_TH: 0.5
  NUM_ACTIONS: 3
  PLANNER_MAX_STEPS: 500
  PREPROCESS_MAP: True
  SLAM_SETTINGS_PATH: habitat_baselines/slambased/data/mp3d3_small1k.yaml
  SLAM_VOCAB_PATH: habitat_baselines/slambased/data/ORBvoc.txt
RL:
  DDPPO:
    backbone: resnet50
    distrib_backend: GLOO
    num_recurrent_layers: 2
    pretrained: False
    pretrained_encoder: False
    pretrained_weights: data/ddppo-models/gibson-2plus-resnet50.pth
    reset_critic: True
    rnn_type: LSTM
    sync_frac: 0.6
    train_encoder: True
  PPO:
    clip_param: 0.1
    entropy_coef: 0.01
    eps: 1e-05
    gamma: 0.99
    hidden_size: 512
    lr: 0.00025
    max_grad_norm: 0.5
    num_mini_batch: 1
    num_steps: 128
    ppo_epoch: 4
    reward_window_size: 50
    tau: 0.95
    use_gae: True
    use_linear_clip_decay: True
    use_linear_lr_decay: True
    use_normalized_advantage: True
    value_loss_coef: 0.5
  SLACK_REWARD: -0.01
  SUCCESS_REWARD: 10.0
SENSORS: ['RGB_SENSOR', 'DEPTH_SENSOR']
SIMULATOR_GPU_ID: 0
TASK_CONFIG:
  DATASET:
    CONTENT_SCENES: ['*']
    DATA_PATH: /home/userone/workspace/bed1/habitat-api/data/datasets/pointnav/habitat-test-scenes/v1/{split}/{split}.json.gz
    SCENES_DIR: /home/userone/workspace/bed1/habitat-api/data/scene_datasets
    SPLIT: val
    TYPE: PointNav-v1
  ENVIRONMENT:
    ITERATOR_OPTIONS:
      CYCLE: True
      GROUP_BY_SCENE: True
      MAX_SCENE_REPEAT_EPISODES: -1
      MAX_SCENE_REPEAT_STEPS: 10000
      NUM_EPISODE_SAMPLE: -1
      SHUFFLE: True
      STEP_REPETITION_RANGE: 0.2
    MAX_EPISODE_SECONDS: 10000000
    MAX_EPISODE_STEPS: 500
  PYROBOT:
    BASE_CONTROLLER: proportional
    BASE_PLANNER: none
    BUMP_SENSOR:
      TYPE: PyRobotBumpSensor
    DEPTH_SENSOR:
      CENTER_CROP: False
      HEIGHT: 480
      MAX_DEPTH: 5.0
      MIN_DEPTH: 0.0
      NORMALIZE_DEPTH: True
      TYPE: PyRobotDepthSensor
      WIDTH: 640
    LOCOBOT:
      ACTIONS: ['BASE_ACTIONS', 'CAMERA_ACTIONS']
      BASE_ACTIONS: ['go_to_relative', 'go_to_absolute']
      CAMERA_ACTIONS: ['set_pan', 'set_tilt', 'set_pan_tilt']
    RGB_SENSOR:
      CENTER_CROP: False
      HEIGHT: 480
      TYPE: PyRobotRGBSensor
      WIDTH: 640
    ROBOT: locobot
    ROBOTS: ['locobot']
    SENSORS: ['RGB_SENSOR', 'DEPTH_SENSOR', 'BUMP_SENSOR']
  SEED: 100
  SIMULATOR:
    ACTION_SPACE_CONFIG: v0
    AGENTS: ['AGENT_0']
    AGENT_0:
      ANGULAR_ACCELERATION: 12.56
      ANGULAR_FRICTION: 1.0
      COEFFICIENT_OF_RESTITUTION: 0.0
      HEIGHT: 1.5
      IS_SET_START_STATE: False
      LINEAR_ACCELERATION: 20.0
      LINEAR_FRICTION: 0.5
      MASS: 32.0
      RADIUS: 0.1
      SENSORS: ['RGB_SENSOR', 'DEPTH_SENSOR']
      START_POSITION: [0, 0, 0]
      START_ROTATION: [0, 0, 0, 1]
    DEFAULT_AGENT_ID: 0
    DEPTH_SENSOR:
      HEIGHT: 256
      HFOV: 90
      MAX_DEPTH: 10
      MIN_DEPTH: 0
      NORMALIZE_DEPTH: True
      POSITION: [0, 1.25, 0]
      TYPE: HabitatSimDepthSensor
      WIDTH: 256
    FORWARD_STEP_SIZE: 0.25
    HABITAT_SIM_V0:
      ALLOW_SLIDING: True
      GPU_DEVICE_ID: 0
      GPU_GPU: False
    RGB_SENSOR:
      HEIGHT: 256
      HFOV: 90
      POSITION: [0, 1.25, 0]
      TYPE: HabitatSimRGBSensor
      WIDTH: 256
    SCENE: /home/userone/workspace/bed1/habitat-api/data/scene_datasets/habitat-test-scenes/van-gogh-room.glb
    SEED: 100
    SEMANTIC_SENSOR:
      HEIGHT: 480
      HFOV: 90
      POSITION: [0, 1.25, 0]
      TYPE: HabitatSimSemanticSensor
      WIDTH: 640
    TILT_ANGLE: 15
    TURN_ANGLE: 10
    TYPE: Sim-v0
  TASK:
    ACTIONS:
      ANSWER:
        TYPE: AnswerAction
      LOOK_DOWN:
        TYPE: LookDownAction
      LOOK_UP:
        TYPE: LookUpAction
      MOVE_FORWARD:
        TYPE: MoveForwardAction
      STOP:
        TYPE: StopAction
      TELEPORT:
        TYPE: TeleportAction
      TURN_LEFT:
        TYPE: TurnLeftAction
      TURN_RIGHT:
        TYPE: TurnRightAction
    ANSWER_ACCURACY:
      TYPE: AnswerAccuracy
    COLLISIONS:
      TYPE: Collisions
    COMPASS_SENSOR:
      TYPE: CompassSensor
    CORRECT_ANSWER:
      TYPE: CorrectAnswer
    DISTANCE_TO_GOAL:
      TYPE: DistanceToGoal
    EPISODE_INFO:
      TYPE: EpisodeInfo
    GOAL_SENSOR_UUID: pointgoal_with_gps_compass
    GPS_SENSOR:
      DIMENSIONALITY: 2
      TYPE: GPSSensor
    HEADING_SENSOR:
      TYPE: HeadingSensor
    INSTRUCTION_SENSOR:
      TYPE: InstructionSensor
    INSTRUCTION_SENSOR_UUID: instruction
    MEASUREMENTS: ['SPL', 'TOP_DOWN_MAP', 'COLLISIONS']
    POINTGOAL_SENSOR:
      DIMENSIONALITY: 2
      GOAL_FORMAT: POLAR
      TYPE: PointGoalSensor
    POINTGOAL_WITH_GPS_COMPASS_SENSOR:
      DIMENSIONALITY: 2
      GOAL_FORMAT: POLAR
      TYPE: PointGoalWithGPSCompassSensor
    POSSIBLE_ACTIONS: ['STOP', 'MOVE_FORWARD', 'TURN_LEFT', 'TURN_RIGHT']
    PROXIMITY_SENSOR:
      MAX_DETECTION_RADIUS: 2.0
      TYPE: ProximitySensor
    QUESTION_SENSOR:
      TYPE: QuestionSensor
    SENSORS: ['POINTGOAL_WITH_GPS_COMPASS_SENSOR']
    SPL:
      SUCCESS_DISTANCE: 0.2
      TYPE: SPL
    SUCCESS_DISTANCE: 0.2
    TOP_DOWN_MAP:
      DRAW_BORDER: True
      DRAW_SHORTEST_PATH: True
      DRAW_SOURCE_AND_TARGET: True
      FOG_OF_WAR:
        DRAW: True
        FOV: 90
        VISIBILITY_DIST: 5.0
      MAP_PADDING: 3
      MAP_RESOLUTION: 1250
      MAX_EPISODE_STEPS: 1000
      NUM_TOPDOWN_MAP_SAMPLE_POINTS: 20000
      TYPE: TopDownMap
    TYPE: Nav-v0
TENSORBOARD_DIR: tb
TEST_EPISODE_COUNT: 2
TORCH_GPU_ID: 0
TRAINER_NAME: ppo
VIDEO_DIR: /home/userone/workspace/bed1/tmp/video_dir
VIDEO_OPTION: ['disk']
2020-05-17 08:28:39,978 Initializing dataset PointNav-v1
2020-05-17 08:28:52,393 Video created: /home/userone/workspace/bed1/tmp/video_dir/episode33_ckpt1_spl0.00.mp4
2020-05-17 08:28:52,393 Video created: /home/userone/workspace/bed1/tmp/video_dir/episode33_ckpt1_spl0.00.mp4
2020-05-17 08:28:53,407 Video created: /home/userone/workspace/bed1/tmp/video_dir/episode17_ckpt1_spl0.00.mp4
2020-05-17 08:28:53,407 Video created: /home/userone/workspace/bed1/tmp/video_dir/episode17_ckpt1_spl0.00.mp4
2020-05-17 08:28:53,553 Average episode reward: -0.234435
2020-05-17 08:28:53,553 Average episode reward: -0.234435
2020-05-17 08:28:53,554 Average episode success: 0.000000
2020-05-17 08:28:53,554 Average episode success: 0.000000
2020-05-17 08:28:53,554 Average episode spl: 0.000000
2020-05-17 08:28:53,554 Average episode spl: 0.000000
2020-05-17 08:28:55,720 =======current_ckpt: /home/userone/workspace/bed1/tmp/new_checkpoints/ckpt.3.pth=======
2020-05-17 08:28:55,720 =======current_ckpt: /home/userone/workspace/bed1/tmp/new_checkpoints/ckpt.3.pth=======
2020-05-17 08:28:55,852 env config: BASE_TASK_CONFIG_PATH: /home/userone/workspace/bed1/habitat-api/configs/tasks/pointnav.yaml
CHECKPOINT_FOLDER: /home/userone/workspace/bed1/tmp/new_checkpoints
CHECKPOINT_INTERVAL: 50
CMD_TRAILING_OPTS: []
ENV_NAME: NavRLEnv
EVAL:
  SPLIT: val
  USE_CKPT_CONFIG: True
EVAL_CKPT_PATH_DIR: /home/userone/workspace/bed1/tmp/new_checkpoints
LOG_FILE: train.log
LOG_INTERVAL: 10
NUM_PROCESSES: 1
NUM_UPDATES: 10
ORBSLAM2:
  ANGLE_TH: 0.2617993877991494
  BETA: 100
  CAMERA_HEIGHT: 1.25
  DEPTH_DENORM: 10
  DIST_REACHED_TH: 0.15
  DIST_TO_STOP: 0.05
  D_OBSTACLE_MAX: 4.0
  D_OBSTACLE_MIN: 0.1
  H_OBSTACLE_MAX: 1.25
  H_OBSTACLE_MIN: 0.375
  MAP_CELL_SIZE: 0.1
  MAP_SIZE: 40
  MIN_PTS_IN_OBSTACLE: 320.0
  NEXT_WAYPOINT_TH: 0.5
  NUM_ACTIONS: 3
  PLANNER_MAX_STEPS: 500
  PREPROCESS_MAP: True
  SLAM_SETTINGS_PATH: habitat_baselines/slambased/data/mp3d3_small1k.yaml
  SLAM_VOCAB_PATH: habitat_baselines/slambased/data/ORBvoc.txt
RL:
  DDPPO:
    backbone: resnet50
    distrib_backend: GLOO
    num_recurrent_layers: 2
    pretrained: False
    pretrained_encoder: False
